sbs_id;facexp;departamento;provincia;sexo;p3;p6;leerescribir;niveleducativo;distanciaOficina;distanciaCajero;distanciaAgente;usocajero;vecescajero;ServFInternet;CategoriaIngreso;PagoAlimentacion;PagoSalud;PagoEducacion;PagoServiciosHogar;PagoDeudas;PagoVivienda;PagoEntretenimiento;CuentaAhorro;CuentaPlazo;CuentaCTS;PropensionAhorro;Entidad Credito;PropensionCredito;MotivoNoPropensionCredito;TarjetaCredito;EducacionFinanciera
90;7075;Lima;Lima;Mujer;57;Castellano;Sí;Secund. completa;15;15;5;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;No solicito;Pagos en fechas convenientes;No necesito;No;Bajo nivel
91;3155;Lima;Lima;Hombre;49;Castellano;Sí;Sup. no universitaria completa;20;20;20;Sí;3;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;;;;Sí;No;Sí;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
92;2435;Lima;Lima;Mujer;31;Castellano;Sí;Sup. no universitaria completa;5;5;5;No;;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
93;6516;Lima;Lima;Hombre;24;Castellano;Sí;Secund. completa;5;5;5;Sí;12;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;;;;;;Sí;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
94;4871;Lima;Lima;Mujer;43;Castellano;Sí;Sup. no universitaria completa;10;10;3;Sí;3;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;En efectivo;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
95;3258;Lima;Lima;Hombre;51;Castellano;Sí;Sup. universitaria completa;10;10;5;No;;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
96;3653;Lima;Lima;Mujer;52;Castellano;Sí;Secund. completa;5;5;2;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
97;4887;Lima;Lima;Hombre;65;Castellano;Sí;Sup. universitaria completa;10;10;5;No;;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
98;9774;Lima;Lima;Hombre;23;Castellano;Sí;Sup. no universitaria completa;15;15;5;Sí;2;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
99;6516;Lima;Lima;Hombre;22;Castellano;Sí;Sup. universitaria incompleta;5;5;5;No;;No;;;;En efectivo;;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
100;5736;La Libertad;Trujillo;Hombre;35;Castellano;Sí;Secund. completa;25;25;5;Sí;10;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;;En efectivo;;En efectivo;;Sí;No;Sí;Banco privado;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;No;Nivel Alto
101;819;La Libertad;Trujillo;Hombre;45;Castellano;Sí;Secund. incompleta;30;30;10;Sí;6;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;Sí;No;Sí;Banco privado;Banca Multiple;Trámite rápido y préstamo a tiempo;;Sí;Nivel Alto
102;4097;La Libertad;Trujillo;Hombre;35;Castellano;Sí;Sup. no universitaria completa;30;30;10;Sí;8;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;En efectivo;En efectivo;En efectivo;En efectivo;;Sí;No;Sí;Banco privado;Banca Multiple;Plazo conveniente;;No;Nivel Alto
103;3062;La Libertad;Trujillo;Mujer;40;Castellano;Sí;Secund. completa;30;30;10;No;;;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;No;No;No;Banco privado;Familiares;Que le den la cantidad que necesita;Estoy en infocorp;No;Nivel Alto
104;4097;La Libertad;Trujillo;Hombre;50;Castellano;Sí;Secund. completa;30;30;10;Sí;6;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;Sí;No;Sí;Banco privado;Banca Multiple;Que le den la cantidad que necesita;;No;Bajo nivel
105;1837;La Libertad;Trujillo;Mujer;35;Castellano;Sí;Secund. completa;35;35;10;Sí;8;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;Sí;No;No;Banco privado;No solicito;Cuotas que pueda pagar;Ya tengo un crédito de otra fuente;No;Nivel Alto
106;4097;La Libertad;Trujillo;Hombre;30;Castellano;Sí;Sup. no universitaria completa;40;40;10;Sí;6;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;Sí;No;Sí;Banco privado;Banca Multiple;Cuotas que pueda pagar;;Sí;Nivel Alto
107;6737;La Libertad;Trujillo;Mujer;40;Castellano;Sí;Primaria completa;25;25;10;Sí;7;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;No;Sí;Banco privado;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Ya tengo un crédito de otra fuente;No;Nivel Alto
108;3675;La Libertad;Trujillo;Mujer;23;Castellano;Sí;Sup. no universitaria incompleta;3;30;5;No;;No;;;;;;;;En efectivo;No;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;No creo que me den;No;Nivel Alto
109;6125;La Libertad;Trujillo;Mujer;38;Castellano;Sí;Sup. no universitaria completa;40;40;10;No;;;;En efectivo;;En efectivo;En efectivo;;En efectivo;;No;No;No;Casa, familiares o amigos;Familiares;Cuotas que pueda pagar;Estoy en infocorp;No;Bajo nivel
110;3277;La Libertad;Trujillo;Hombre;39;Castellano;Sí;Sup. no universitaria completa;30;30;10;Sí;10;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;En efectivo;En efectivo;En efectivo;;En efectivo;Sí;No;Sí;Banco privado;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Nivel Alto
111;4916;La Libertad;Trujillo;Hombre;49;Castellano;Sí;Sup. no universitaria incompleta;30;30;10;Sí;8;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;;Sí;No;Sí;Banco privado;Familiares;Cuotas que pueda pagar;Ya tengo un crédito de otra fuente;No;Nivel Alto
112;6722;Lima;Lima;Hombre;65;Castellano;Sí;Sup. no universitaria completa;5;5;2;Sí;2;No;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
113;10049;Lima;Lima;Mujer;53;Castellano;Sí;Secund. completa;15;15;10;No;;No;;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
114;3361;Lima;Lima;Hombre;50;Castellano;Sí;Sup. universitaria completa;10;10;10;Sí;5;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
115;5041;Lima;Lima;Hombre;61;Castellano;Sí;Secund. completa;15;15;5;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
116;2512;Lima;Lima;Mujer;50;Castellano;Sí;Secund. incompleta;10;10;5;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;Familiares;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
117;2512;Lima;Lima;Mujer;27;Castellano;Sí;Primaria completa;15;15;5;No;;No;;En efectivo;;;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
118;2512;Lima;Lima;Mujer;21;Castellano;Sí;Secund. completa;15;15;5;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
119;1256;Lima;Lima;Mujer;39;Castellano;Sí;Secund. completa;5;5;5;No;;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
120;2503;Lima;Lima;Hombre;69;Castellano;Sí;Primaria completa;5;5;5;Sí;3;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
121;1871;Lima;Lima;Mujer;34;Castellano;Sí;Secund. completa;10;10;10;No;;No;;En efectivo;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
122;2503;Lima;Lima;Hombre;65;Castellano;Sí;Secund. completa;10;10;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
123;9357;Lima;Lima;Mujer;19;Castellano;Sí;Sup. no universitaria incompleta;8;8;3;Sí;12;Sí;;En efectivo;;En efectivo;;;;;Sí;No;No;Banco de la nación;No solicito;Pagos en fechas convenientes;No necesito;No;Bajo nivel
124;3743;Lima;Lima;Mujer;56;Castellano;No;No fue a la escuela;10;10;10;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Bajo nivel
125;4679;Lima;Lima;Mujer;64;Castellano;No;No fue a la escuela;15;15;5;No;;;;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
126;3755;Lima;Lima;Hombre;34;Castellano;Sí;Secund. completa;5;5;5;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
127;1871;Lima;Lima;Mujer;26;Castellano;Sí;Secund. completa;10;10;10;No;;No;;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
128;1333;Lima;Callao;Mujer;37;Castellano;Sí;Sup. universitaria incompleta;20;20;3;Sí;3;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;;En efectivo;En efectivo;En efectivo;En efectivo;Sí;No;No;Financieras;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Nivel Alto
129;1333;Lima;Callao;Mujer;36;Castellano;Sí;Secund. completa;25;25;25;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;En efectivo;;No;No;No;Banco privado;No solicito;Pagos en fechas convenientes;No necesito;No;Bajo nivel
130;1333;Lima;Callao;Mujer;39;Castellano;Sí;Sup. universitaria completa;20;20;5;Sí;10;Sí;;En efectivo;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;Sí;No;No;Cajas municipales;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
131;2000;Lima;Callao;Mujer;30;Castellano;Sí;Sup. no universitaria completa;30;30;10;No;;No;Menos de S/ 400;En efectivo;;En efectivo;En efectivo;;En efectivo;En efectivo;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;Sí;Bajo nivel
132;1333;Lima;Callao;Mujer;59;Castellano;Sí;Primaria completa;20;20;20;No;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;En efectivo;En efectivo;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
133;1333;Lima;Callao;Mujer;32;Castellano;Sí;Sup. no universitaria incompleta;25;25;5;Sí;4;No;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;Sí;No;No;Cajas rurales;No solicito;Que le den la cantidad que necesita;Muchos requisitos documentarios;Sí;Nivel Alto
134;2000;Lima;Callao;Mujer;25;Castellano;Sí;Secund. completa;20;20;5;No;;;;En efectivo;;;En efectivo;;En efectivo;En efectivo;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
135;1783;Lima;Callao;Hombre;53;Castellano;Sí;Secund. completa;30;30;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;En efectivo;En efectivo;Sí;No;No;Cooperativa;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Otro;No;Nivel Alto
136;1871;Lima;Lima;Mujer;38;Castellano;Sí;Secund. completa;10;10;5;No;;Sí;;En efectivo;En efectivo;;En efectivo;En efectivo;;;Sí;No;No;Casa, familiares o amigos;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Bajo nivel
137;3743;Lima;Lima;Mujer;53;Castellano;Sí;Secund. completa;10;10;10;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
138;936;Lima;Lima;Mujer;63;Castellano;Sí;Secund. completa;10;10;5;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
139;8762;Lima;Lima;Hombre;19;Castellano;Sí;Secund. completa;5;5;5;Sí;10;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;;;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
140;2807;Lima;Lima;Mujer;38;Castellano;Sí;Sup. universitaria incompleta;5;5;5;Sí;3;No;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;No;Banco privado;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;Sí;Nivel Alto
141;1871;Lima;Lima;Mujer;32;Castellano;Sí;Primaria completa;10;10;10;No;;;;En efectivo;En efectivo;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
142;4679;Lima;Lima;Mujer;69;Castellano;Sí;Primaria completa;10;10;5;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Bajo nivel
143;2807;Lima;Lima;Mujer;39;Castellano;Sí;Secund. completa;10;10;10;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
144;6845;Lima;Lima;Mujer;44;Castellano;Sí;Secund. completa;10;10;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
145;9157;Lima;Lima;Hombre;20;Castellano;Sí;Sup. no universitaria incompleta;15;15;5;No;;No;;En efectivo;En efectivo;En efectivo;;;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
146;5704;Lima;Lima;Mujer;48;Castellano;Sí;Secund. completa;10;10;5;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
147;5704;Lima;Lima;Mujer;60;Castellano;Sí;Secund. completa;10;10;5;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
148;3052;Lima;Lima;Hombre;64;Castellano;Sí;Sup. universitaria completa;10;10;5;Sí;3;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;;En efectivo;;;;Sí;No;Sí;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
149;9157;Lima;Lima;Hombre;62;Castellano;Sí;Sup. universitaria completa;10;10;5;Sí;3;No;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
150;4563;Lima;Lima;Mujer;40;Castellano;Sí;Sup. universitaria completa;15;15;5;Sí;3;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;;En efectivo;;;;Sí;No;Sí;Banco de la nación;No solicito;Pagos en fechas convenientes;No necesito;No;Bajo nivel
151;5704;Lima;Lima;Mujer;35;Castellano;Sí;Sup. universitaria completa;15;15;5;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
152;3948;Lima;Lima;Mujer;29;Castellano;Sí;Sup. no universitaria incompleta;10;10;15;No;;No;;En efectivo;;;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
153;2961;Lima;Lima;Mujer;40;Castellano;Sí;Primaria completa;20;20;5;No;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Estoy en infocorp;No;Bajo nivel
154;2961;Lima;Lima;Mujer;69;Castellano;Sí;Primaria incompleta;5;5;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
155;4935;Lima;Lima;Mujer;60;Castellano;Sí;Secund. completa;15;15;15;No;;No;;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
156;1974;Lima;Lima;Mujer;28;Castellano;Sí;Secund. completa;10;10;5;No;;;;En efectivo;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
157;4935;Lima;Lima;Mujer;42;Castellano;Sí;Secund. completa;20;20;5;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;No;No;No;Banco privado;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
158;987;Lima;Lima;Mujer;68;Castellano;Sí;Secund. incompleta;5;5;5;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;Casa Empeño;Que le den la cantidad que necesita;Tengo pocos ingresos;No;Bajo nivel
159;2961;Lima;Lima;Mujer;20;Castellano;Sí;Sup. universitaria incompleta;15;15;15;Sí;3;No;;En efectivo;;En efectivo;;;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
160;4230;Lima;Lima;Mujer;36;Castellano;Sí;Primaria incompleta;10;10;10;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
161;2538;Lima;Lima;Mujer;18;Castellano;Sí;Sup. no universitaria incompleta;5;5;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
162;6790;Lima;Lima;Hombre;20;Castellano;Sí;Secund. completa;10;10;5;Sí;0;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
163;1692;Lima;Lima;Mujer;36;Castellano;Sí;Secund. completa;20;20;2;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
164;1692;Lima;Lima;Mujer;31;Castellano;Sí;Secund. incompleta;10;10;5;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
165;846;Lima;Lima;Mujer;35;Castellano;Sí;Secund. incompleta;10;10;;No;;;;;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
